,PDB,CHAIN,SP_PRIMARY,RES_BEG,RES_END,PDB_BEG,PDB_END,SP_BEG,SP_END
163017,3koy,C,E3PY95,1,740,,,1,740
163018,3koy,D,E3PY95,1,740,,,1,740
163019,3koy,E,E3PY96,1,121,,,1,121
163020,3koy,F,E3PY96,1,121,,,1,121
163021,3koy,G,E3PY96,1,121,,,1,121
163022,3koy,H,E3PY96,1,121,,,1,121
163023,3koz,A,E3PY95,1,740,,,1,740
163024,3koz,B,E3PY95,1,740,,,1,740
163025,3koz,C,E3PY95,1,740,,,1,740
163026,3koz,D,E3PY95,1,740,,,1,740
163027,3koz,E,E3PY96,1,121,,,1,121
163028,3koz,F,E3PY96,1,121,,,1,121
163029,3koz,G,E3PY96,1,121,,,1,121
163030,3koz,H,E3PY96,1,121,,,1,121
163031,3kp0,A,E3PY95,1,740,,,1,740
163032,3kp0,B,E3PY95,1,740,,,1,740
163033,3kp0,C,E3PY95,1,740,,,1,740
163034,3kp0,D,E3PY95,1,740,,,1,740
163035,3kp0,E,E3PY96,1,121,,,1,121
163036,3kp0,F,E3PY96,1,121,,,1,121
163037,3kp0,G,E3PY96,1,121,,,1,121
163038,3kp0,H,E3PY96,1,121,,,1,121
163051,3kp4,A,Q5HLN6,1,151,,151,1,151
163052,3kp4,B,Q5HLN6,1,151,,151,1,151
163064,3kpb,A,Q57564,1,122,388,,388,509
163065,3kpb,B,Q57564,1,122,388,,388,509
163066,3kpb,C,Q57564,1,122,388,,388,509
163067,3kpb,D,Q57564,1,122,388,,388,509
163075,3kpf,A,O64411,1,472,,,29,500
163076,3kpf,B,O64411,1,472,,,29,500
163079,3kpj,A,P11086,1,282,,,1,282
163080,3kpj,B,P11086,1,282,,,1,282
163081,3kpk,A,B7JBP8,1,434,1,,1,434
163117,3kpz,A,P11473,1,259,,,118,427
163130,3kq7,A,Q16539,21,380,,,1,360
163135,3kqb,A,P00742,1,234,16,244,235,468
163136,3kqb,L,P00742,1,52,87,138,127,178
163141,3kqe,A,P00742,1,234,16,244,235,468
163142,3kqe,L,P00742,1,52,87,138,127,178
163159,3kqj,A,P0A749,1,419,1,419,1,419
163225,3kr4,A,Q8IL11,1,522,,,84,605
163226,3kr4,B,Q8IL11,1,522,,,84,605
163227,3kr4,C,Q8IL11,1,522,,,84,605
163228,3kr4,D,Q8IL11,1,522,,,84,605
163229,3kr4,E,Q8IL11,1,522,,,84,605
163230,3kr4,F,Q8IL11,1,522,,,84,605
163231,3kr4,G,Q8IL11,1,522,,,84,605
163232,3kr4,H,Q8IL11,1,522,,,84,605
163233,3kr4,I,Q8IL11,1,522,,,84,605
163234,3kr4,J,Q8IL11,1,522,,,84,605
163235,3kr4,K,Q8IL11,1,522,,,84,605
163236,3kr4,L,Q8IL11,1,522,,605,84,605
163237,3kr5,A,Q8IL11,1,522,,,84,605
163238,3kr5,B,Q8IL11,1,522,,,84,605
163239,3kr5,C,Q8IL11,1,522,,,84,605
163240,3kr5,D,Q8IL11,1,522,,,84,605
163241,3kr5,E,Q8IL11,1,522,,,84,605
163242,3kr5,F,Q8IL11,1,522,,,84,605
163243,3kr5,G,Q8IL11,1,522,,,84,605
163244,3kr5,H,Q8IL11,1,522,,,84,605
163245,3kr5,I,Q8IL11,1,522,,,84,605
163246,3kr5,J,Q8IL11,1,522,,,84,605
163247,3kr5,K,Q8IL11,1,522,,,84,605
163248,3kr5,L,Q8IL11,1,522,,605,84,605
163249,3kr6,A,P0A749,1,419,1,419,1,419
163251,3kr8,A,Q9H2K2,24,240,,,946,1162
163252,3kr8,C,Q9H2K2,24,240,,,946,1162
163260,3krc,A,Q9SBR3,2,295,2,295,84,377
163261,3krc,B,Q9SBR4,2,266,2,,49,313
163262,3krc,C,Q9SBR4,2,266,2,266,49,313
163263,3krc,D,Q9SBR3,2,295,2,295,84,377
163293,3krf,A,Q9SBR3,2,295,2,295,84,377
163294,3krf,B,Q9SBR4,2,266,2,,49,313
163295,3krf,C,Q9SBR4,2,266,2,,49,313
163296,3krf,D,Q9SBR3,2,295,2,295,84,377
163315,3kro,A,Q9SBR3,2,295,2,295,84,377
163316,3kro,B,Q9SBR4,2,266,2,,49,313
163317,3kro,C,Q9SBR4,2,266,2,,49,313
163318,3kro,D,Q9SBR3,2,295,2,295,84,377
163331,3kru,A,B0KAH1,1,337,,,1,337
163332,3kru,B,B0KAH1,1,337,,,1,337
163333,3kru,C,B0KAH1,1,337,,,1,337
163334,3kru,D,B0KAH1,1,337,,,1,337
163337,3krw,A,P25098,1,688,,,2,689
163338,3krw,B,P62871,1,340,,340,1,340
163339,3krw,G,P63212,7,74,,68,1,68
163343,3kry,A,P45452,1,164,104,267,104,267
163344,3kry,B,P45452,1,164,104,267,104,267
163345,3kry,C,P45452,1,164,104,267,104,267
163346,3kry,D,P45452,1,164,104,267,104,267
163404,3ksd,O,Q6GIL8,1,336,,,1,336
163405,3ksd,P,Q6GIL8,1,336,,,1,336
163406,3ksd,Q,Q6GIL8,1,336,,,1,336
163407,3ksd,R,Q6GIL8,1,336,1,,1,336
163418,3ksl,A,Q04631,1,377,,,1,377
163419,3ksl,B,Q02293,1,437,,,1,437
163425,3ksq,A,Q04631,1,377,,,1,377
163426,3ksq,B,Q02293,1,437,,,1,437
163443,3kt3,A,Q12109,1,432,,,1,432
163444,3kt3,B,Q12109,1,432,,,1,432
163445,3kt3,C,Q12109,1,432,,,1,432
163446,3kt3,D,Q12109,1,432,,,1,432
163454,3kt8,A,Q12109,1,432,,,1,432
163455,3kt8,B,Q12109,1,432,,,1,432
163456,3kt8,C,Q12109,1,432,,,1,432
163457,3kt8,D,Q12109,1,432,,,1,432
163518,3ktl,A,P08263,1,221,2,222,2,222
163519,3ktl,B,P08263,1,221,,222,2,222
163572,3kuc,A,P62834,1,167,1,167,1,167
163573,3kuc,B,P04049,1,81,,131,51,131
163574,3kud,A,P01112,1,166,1,,1,166
163575,3kud,B,P04049,1,81,,131,51,131
163584,3kuk,A,A5PJH9,1,309,,,1,309
163585,3kuk,B,A5PJH9,1,309,,,1,309
163664,3kve,A,P0DI84,3,486,3,486,1,484
163665,3kve,B,P0DI84,3,486,3,486,1,484
163666,3kve,C,P0DI84,3,486,3,486,1,484
163667,3kve,D,P0DI84,3,486,3,486,1,484
163695,3kvu,A,Q1EMV2,1,139,,,1,139
163696,3kvu,B,Q1EMV2,1,139,,,1,139
163697,3kvu,C,Q1EMV2,1,139,,,1,139
163698,3kvu,D,Q1EMV2,1,139,,,1,139
163699,3kvv,A,P12758,1,253,,253,1,253
163700,3kvv,B,P12758,1,253,,253,1,253
163701,3kvv,C,P12758,1,253,,253,1,253
163702,3kvv,D,P12758,1,253,,253,1,253
163703,3kvv,E,P12758,1,253,,253,1,253
163704,3kvv,F,P12758,1,253,,253,1,253
163706,3kvx,A,P53779,1,364,,,39,402
163896,3kxo,A,O60760,4,202,,199,1,199
163897,3kxo,B,O60760,4,202,,199,1,199
163922,3kxw,A,Q5ZTD3,4,583,2,,2,581
163954,3kyb,A,Q48485,1,384,,384,1,384
163955,3kyb,B,Q48485,1,384,,,1,384
163985,3kyr,A,P56817,1,405,,,42,446
163986,3kyr,B,P56817,1,405,,,42,446
163987,3kyr,C,P56817,1,405,,385,42,446
163992,3kyt,A,P51449,1,243,265,507,265,507
163993,3kyt,C,Q15596,1,12,686,697,686,697
164002,3kz1,A,O15085,2,377,,,710,1085
164003,3kz1,B,O15085,2,377,,,710,1085
164004,3kz1,E,P61586,2,182,,181,1,181
164005,3kz1,F,P61586,2,182,,181,1,181
164116,3kzo,A,Q8P8J2,21,359,,,1,339
164153,3l03,A,P03372,1,253,,,298,550
164154,3l03,B,P03372,1,253,,550,298,550
164155,3l03,C,Q9WUI9,1,13,,,686,698
164156,3l03,D,Q9WUI9,1,13,,,686,698
164157,3l04,A,Q8P8J2,21,359,,,1,339
164158,3l05,A,Q8P8J2,21,359,,,1,339
164159,3l06,A,Q8P8J2,21,359,,,1,339
164162,3l08,A,P48736,2,960,144,,144,1102
164172,3l0d,A,Q8L201,22,356,1,335,1,335
164173,3l0d,B,Q8L201,22,356,1,335,1,335
164182,3l0h,A,P08263,1,222,,222,1,222
164183,3l0h,B,P08263,1,222,,222,1,222
164192,3l0l,A,P51449,1,248,,507,260,507
164193,3l0l,B,P51449,1,248,260,507,260,507
164194,3l0l,C,Q15596,1,13,685,697,685,697
164195,3l0l,E,Q15596,1,13,,697,685,697
164198,3l0n,A,P11172,4,260,0,,224,480
164199,3l0n,B,P11172,4,260,0,,224,480
164209,3l0t,A,P78536,1,262,,,215,476
164210,3l0t,B,P78536,1,262,,,215,476
164211,3l0v,A,P78536,1,262,,,215,476
164212,3l0v,B,P78536,1,262,,,215,476
164230,3l14,A,P00918,1,260,,261,1,260
164242,3l1c,A,P20480,2,383,293,,293,674
164243,3l1c,B,P20480,2,383,293,674,293,674
164258,3l1s,A,P49841,1,414,,,7,420
164259,3l1s,B,P49841,1,414,,,7,420
164331,3l2k,A,Q8GPH0,1,366,,,1,366
164332,3l2k,B,Q8GPH0,1,366,,,1,366
164423,3l3l,A,P09874,1,350,1,350,662,1011
164424,3l3m,A,P09874,1,350,,,662,1011
164436,3l3r,A,P00374,1,186,1,186,2,187
164495,3l4d,A,A2TEF2,5,453,32,,32,480
164496,3l4d,B,A2TEF2,5,453,32,,32,480
164497,3l4d,C,A2TEF2,5,453,32,,32,480
164498,3l4d,D,A2TEF2,5,453,32,,32,480
164545,3l4s,O,Q6GIL8,1,336,1,,1,336
164546,3l4s,P,Q6GIL8,1,336,,,1,336
164547,3l4s,Q,Q6GIL8,1,336,1,,1,336
164548,3l4s,R,Q6GIL8,1,336,,,1,336
164569,3l5b,A,P56817,1,414,,,41,454
164570,3l5b,B,P56817,1,414,,,41,454
164573,3l5d,A,P56817,1,414,,,41,454
164574,3l5d,B,P56817,1,414,,,41,454
164575,3l5e,A,P56817,1,414,,,41,454
164576,3l5e,B,P56817,1,414,,,41,454
164584,3l5l,A,Q3ZDM6,1,363,,,1,363
164600,3l5t,A,P14174,1,114,1,114,2,115
164601,3l5t,B,P14174,1,114,1,114,2,115
164602,3l5t,C,P14174,1,114,1,114,2,115
164603,3l5u,A,P14174,1,114,1,114,2,115
164604,3l5u,B,P14174,1,114,1,114,2,115
164605,3l5u,C,P14174,1,114,1,114,2,115
164617,3l63,A,P00183,1,414,,414,2,415
164621,3l67,A,Q3ZDM6,1,363,,,1,363
164638,3l6j,A,A0ACD6B960,1,189,1,,1,189
164639,3l6j,B,A0ACD6B960,1,189,1,,1,189
164666,3l70,A,D0VX31,1,446,1,,1,446
164667,3l70,B,D0VX29,1,441,,439,1,441
164668,3l70,C,P18946,1,380,1,380,1,380
164669,3l70,D,D0VX26,1,241,1,241,1,241
164670,3l70,E,Q5ZLR5,1,196,1,196,77,272
164671,3l70,F,D0VX30,1,110,,110,1,110
164672,3l70,G,D0VX32,1,81,,81,1,81
164673,3l70,H,D0VX28,1,77,,78,1,77
164674,3l70,I,Q5ZLR5,16,47,47,,45,76
164675,3l70,J,D0VX27,1,61,4,64,1,61
164676,3l70,N,D0VX31,1,446,,,1,446
164677,3l70,O,D0VX29,1,441,,439,1,441
164678,3l70,P,P18946,1,380,,380,1,380
164679,3l70,Q,D0VX26,1,241,1,241,1,241
164680,3l70,R,Q5ZLR5,1,196,1,196,77,272
164681,3l70,S,D0VX30,1,110,,110,1,110
164682,3l70,T,D0VX32,1,81,,,1,81
164683,3l70,U,D0VX28,1,77,,78,1,77
164684,3l70,V,Q5ZLR5,16,47,47,,45,76
164685,3l70,W,D0VX27,1,61,4,,1,61
164686,3l71,A,D0VX31,1,446,1,,1,446
164687,3l71,B,D0VX29,1,441,,439,1,441
164688,3l71,C,P18946,1,380,1,380,1,380
164689,3l71,D,D0VX26,1,241,1,241,1,241
164690,3l71,E,Q5ZLR5,1,196,1,196,77,272
164691,3l71,F,D0VX30,1,110,,110,1,110
164692,3l71,G,D0VX32,1,81,,81,1,81
164693,3l71,H,D0VX28,1,77,,78,1,77
164694,3l71,I,Q5ZLR5,16,47,47,,45,76
164695,3l71,J,D0VX27,1,61,4,64,1,61
164696,3l71,N,D0VX31,1,446,,,1,446
164697,3l71,O,D0VX29,1,441,,439,1,441
164698,3l71,P,P18946,1,380,,380,1,380
164699,3l71,Q,D0VX26,1,241,1,241,1,241
164700,3l71,R,Q5ZLR5,1,196,1,196,77,272
164701,3l71,S,D0VX30,1,110,,110,1,110
164702,3l71,T,D0VX32,1,81,,,1,81
164703,3l71,U,D0VX28,1,77,,78,1,77
164704,3l71,V,Q5ZLR5,16,47,47,,45,76
164705,3l71,W,D0VX27,1,61,4,,1,61
164788,3l77,A,C6A190,2,235,1,234,1,234
164791,3l7a,A,P00489,1,843,,,1,843
164794,3l7d,A,P00489,1,843,,,1,843
164795,3l7g,A,Q44238,1,517,1,,1,517
164796,3l7g,B,Q44238,1,517,1,,1,517
164797,3l7g,C,Q44238,1,517,1,,1,517
164814,3l7l,A,Q5HLM5,1,721,,721,1,721
164815,3l7l,B,Q5HLM5,1,721,,721,1,721
164816,3l7l,C,Q5HLM5,1,721,,721,1,721
164817,3l7l,D,Q5HLM5,1,721,,721,1,721
164906,3l8a,A,Q8DST5,35,421,,,1,387
164907,3l8a,B,Q8DST5,35,421,,387,1,387
164925,3l8k,A,Q97XZ3,4,458,2,456,2,456
164926,3l8k,B,Q97XZ3,4,458,2,456,2,456
164930,3l8p,A,Q02763,1,317,,,808,1124
164943,3l8s,A,Q16539,2,360,,,2,360
164948,3l8x,A,Q16539,8,366,,,2,360
164949,3l8y,A,P01112,1,166,1,166,1,166
164974,3l9h,A,P52732,1,368,,,1,368
164975,3l9h,B,P52732,1,368,,,1,368
164988,3l9l,A,P17612,1,351,,350,1,351
164989,3l9l,B,P17612,1,351,,350,1,351
164990,3l9l,C,P61925,1,20,5,,6,25
164991,3l9l,D,P61925,1,20,5,,6,25
164992,3l9m,A,P17612,1,351,,350,1,351
164993,3l9m,B,P17612,1,351,,350,1,351
164994,3l9m,C,P61925,1,20,5,,6,25
164995,3l9m,D,P61925,1,20,5,,6,25
164996,3l9n,A,P17612,1,351,,350,1,351
164997,3l9n,C,P61925,1,20,5,,6,25
165061,3lad,A,P18925,1,476,1,,2,477
165062,3lad,B,P18925,1,476,1,,2,477
165078,3lak,A,P04585,1,560,1,,588,1147
165079,3lak,B,P04585,1,560,,,588,1147
165080,3lal,A,P04585,1,560,1,,588,1147
165081,3lal,B,P04585,1,560,,,588,1147
165082,3lam,A,P04585,1,560,1,,588,1147
165083,3lam,B,P04585,1,560,,,588,1147
165084,3lan,A,P04585,1,560,1,,588,1147
165085,3lan,B,P04585,1,560,,,588,1147
165104,3law,A,P51149,1,207,,,1,207
165105,3law,B,P51149,1,207,,,1,207
165106,3law,C,P51149,1,207,,,1,207
165107,3law,D,P51149,1,207,,,1,207
165108,3law,E,P51149,1,207,,,1,207
165140,3lb8,A,P16640,1,421,2,,2,422
165141,3lb8,B,P16640,1,421,2,,2,422
165142,3lb8,C,P00259,1,106,1,,2,107
165143,3lb8,D,P00259,1,106,1,,2,107
165150,3lba,A,Q8DTU4,35,303,1,269,1,269
165158,3lbe,A,Q8DUV0,35,163,,,1,129
165159,3lbe,B,Q8DUV0,35,163,,,1,129
165160,3lbe,C,Q8DUV0,35,163,,,1,129
165161,3lbe,D,Q8DUV0,35,163,,,1,129
165162,3lbf,A,P0A7A5,3,210,,208,1,208
165163,3lbf,B,P0A7A5,3,210,,208,1,208
165164,3lbf,C,P0A7A5,3,210,,208,1,208
165165,3lbf,D,P0A7A5,3,210,,208,1,208
165167,3lbh,A,P01112,1,166,1,166,1,166
165168,3lbi,A,P01112,1,166,1,166,1,166
165178,3lbn,A,P01112,1,166,1,166,1,166
165179,3lbo,A,P15121,1,316,,315,1,316
165190,3lby,A,Q8DSS3,1,181,1,181,1,181
165191,3lby,B,Q8DSS3,1,181,1,181,1,181
165228,3lcc,A,Q0WP12,1,227,,227,1,227
165229,3lcd,A,P07333,4,329,,,538,922
165250,3lcj,A,P9WPA5,1,161,1,,1,161
165256,3lcm,A,Q8DTD1,1,188,1,188,1,188
165257,3lcm,B,Q8DTD1,1,188,1,188,1,188
165258,3lcm,C,Q8DTD1,1,188,1,188,1,188
165259,3lcm,D,Q8DTD1,1,188,1,188,1,188
165272,3lct,A,Q9UM73,6,344,,,1072,1410
165273,3lcu,A,Q7M0R2,8,281,,274,1,274
165274,3lcv,B,Q7M0R2,8,281,,,1,274
165347,3ld5,A,P15121,1,316,,,1,316
165348,3ld6,A,Q16850,6,454,,502,60,508
165349,3ld6,B,Q16850,6,454,,,60,508
165363,3ldf,A,Q8DUW5,1,385,1,385,1,385
165364,3ldg,A,Q8DVL0,1,384,1,,1,384
165387,3ldl,A,P11021,3,384,26,,26,407
165388,3ldl,B,P11021,3,384,26,,26,407
165396,3ldo,A,P11021,3,384,26,407,26,407
165397,3ldo,B,P11021,3,384,26,,26,407
165398,3ldp,A,P11021,3,384,26,,26,407
165399,3ldp,B,P11021,3,384,26,,26,407
165417,3ldw,A,A5K4U6,22,396,,396,1,375
165418,3ldw,B,A5K4U6,22,396,,396,1,375
165419,3ldw,C,A5K4U6,22,396,,396,1,375
165420,3ldw,D,A5K4U6,22,396,,396,1,375
165442,3le6,A,P24941,1,298,1,,1,298
165447,3le9,A,P78536,1,262,,,215,476
165448,3le9,B,P78536,1,262,,,215,476
165490,3len,A,P15121,1,316,,315,1,316
165509,3lf0,A,P9WN31,3,114,1,112,1,112
165510,3lf0,B,P9WN31,3,114,1,112,1,112
165511,3lf0,C,P9WN31,3,114,1,112,1,112
165533,3lfa,A,Q16539,2,360,,,2,360
165534,3lfb,A,Q16539,2,360,,,2,360
165535,3lfc,A,Q16539,2,360,,,2,360
165537,3lfe,A,Q16539,2,360,,,2,360
165538,3lff,A,Q16539,2,360,,,2,360
165577,3lfm,A,Q9C0B1,22,495,32,,32,505
165578,3lfn,A,P24941,1,298,1,298,1,298
165581,3lfq,A,P24941,1,298,1,298,1,298
165584,3lfs,A,P24941,1,298,1,298,1,298
165592,3lfz,A,Q58622,1,280,1,280,1,280
165607,3lg5,A,Q9K499,21,381,,,1,361
165614,3lga,A,Q9V1J7,1,253,1,253,1,253
165615,3lga,B,Q9V1J7,1,253,1,253,1,253
165616,3lga,C,Q9V1J7,1,253,1,253,1,253
165617,3lga,D,Q9V1J7,1,253,1,253,1,253
165650,3lgp,A,P78536,1,262,,,215,476
165651,3lgp,B,P78536,1,262,,,215,476
165671,3lgx,A,Q99ZA6,4,513,-1,,3,512
165672,3lgx,B,Q99ZA6,4,513,-1,,3,512
165673,3lgx,C,Q99ZA6,4,513,-1,,3,512
165674,3lgx,D,Q99ZA6,4,513,-1,,3,512
165709,3lhd,A,Q9V1J7,1,253,1,253,1,253
165710,3lhd,B,Q9V1J7,1,253,1,253,1,253
165711,3lhd,C,Q9V1J7,1,253,1,253,1,253
165712,3lhd,D,Q9V1J7,1,253,1,253,1,253
165808,3lij,A,Q5CS01,19,494,42,,42,517
165809,3lik,A,P39900,2,159,106,263,106,263
165810,3lil,A,P39900,2,159,106,263,106,263
165817,3lin,A,Q82134,1,116,1,116,1,116
165818,3lin,B,Q82134,1,116,1,116,1,116
165819,3lin,C,Q82134,1,116,1,116,1,116
165820,3lin,D,Q82134,1,116,1,116,1,116
165821,3lin,E,Q82134,1,116,1,116,1,116
165822,3lin,F,Q82134,1,116,1,116,1,116
165823,3lin,G,Q82134,1,116,1,116,1,116
165824,3lin,H,Q82134,1,116,1,116,1,116
165825,3lin,I,Q82134,1,116,1,116,1,116
165826,3lin,J,Q82134,1,116,1,116,1,116
165827,3lin,K,Q82134,1,116,1,116,1,116
165828,3lin,L,Q82134,1,116,1,116,1,116
165832,3liq,A,Q82134,1,116,1,116,1,116
165833,3liq,B,Q82134,1,116,1,116,1,116
165837,3lit,A,Q82134,1,116,1,116,1,116
165838,3lit,B,Q82134,1,116,1,116,1,116
165841,3liv,A,Q82134,1,116,1,116,1,116
165842,3liv,B,Q82134,1,116,1,116,1,116
165845,3lix,A,Q82134,1,116,1,116,1,116
165846,3lix,B,Q82134,1,116,1,116,1,116
165860,3lj3,A,P48736,2,960,144,,144,1102
165898,3ljg,A,P39900,2,159,106,263,106,263
165914,3ljt,A,Q9UNA0,2,218,264,480,264,480
165990,3lkh,A,O92972,1,570,1,,2420,2989
165991,3lkh,B,O92972,1,570,1,,2420,2989
165992,3lki,A,Q87CC0,4,330,12,338,12,338
165993,3lki,B,Q87CC0,4,330,12,338,12,338
166040,3lkz,A,Q9Q6P4,22,321,,,2529,2828
166041,3lkz,B,Q9Q6P4,22,321,,,2529,2828
166062,3ll9,A,O26153,4,269,1,,1,266
166063,3ll9,B,O26153,4,269,1,,1,266
166064,3lla,A,P42527,18,307,552,,552,841
166065,3lla,B,P42527,18,307,552,,552,841
166076,3lli,A,O00391,1,261,,,286,546
166077,3llk,A,O00391,1,261,,,286,546
166078,3llk,B,O00391,1,261,,,286,546
166079,3llk,C,O00391,1,261,,,286,546
166097,3llt,A,Q8IL19,19,360,,875,534,875
166110,3lm1,A,P18674,1,133,1,133,1,133
166111,3lm1,B,P18676,1,15,2,16,2,16
166112,3lm1,C,P18674,1,133,1,133,1,133
166113,3lm1,D,P18676,1,15,,16,2,16
166114,3lm1,E,P18674,1,133,1,133,1,133
166115,3lm1,F,P18676,1,15,2,16,2,16
166116,3lm1,G,P18674,1,133,1,133,1,133
166117,3lm1,H,P18676,1,15,2,16,2,16
166118,3lm1,I,P18674,1,133,1,133,1,133
166119,3lm1,J,P18676,1,15,,16,2,16
166120,3lm1,K,P18674,1,133,1,133,1,133
166121,3lm1,L,P18676,1,15,,16,2,16
166122,3lm1,M,P18674,1,133,1,133,1,133
166123,3lm1,N,P18676,1,15,2,16,2,16
166124,3lm1,O,P18674,1,133,1,133,1,133
166125,3lm1,P,P18676,1,15,2,16,2,16
166129,3lm4,A,Q0S9X1,4,331,3,,3,330
166130,3lm4,B,Q0S9X1,4,331,3,,3,330
166131,3lm4,C,Q0S9X1,4,331,3,,3,330
166132,3lm4,D,Q0S9X1,4,331,3,,3,330
166138,3lm8,A,O34664,1,214,,214,1,214
166139,3lm8,B,O34664,1,214,,214,1,214
166140,3lm8,C,O34664,1,214,,214,1,214
166141,3lm8,D,O34664,1,214,,214,1,214
166142,3lm9,A,O05510,4,302,1,,1,299
166162,3lmg,A,P21860,8,344,,,684,1020
166163,3lmg,B,P21860,8,344,,,684,1020
166164,3lmh,A,P42527,18,307,552,,552,841
166165,3lmh,B,P42527,18,307,552,,552,841
166166,3lmi,A,P42527,18,307,,,552,841
166167,3lmi,B,P42527,18,307,552,,552,841
166168,3lmi,C,P42527,18,307,552,,552,841
166169,3lmi,D,P42527,18,307,552,,552,841
166185,3lmp,A,P37231,12,283,,477,234,505
166186,3lmp,C,Q15788,1,15,686,,686,700
166220,3ln0,A,Q05769,1,587,18,,18,604
166221,3ln0,B,Q05769,1,587,18,,18,604
166222,3ln0,C,Q05769,1,587,18,,18,604
166223,3ln0,D,Q05769,1,587,18,,18,604
166224,3ln1,A,Q05769,1,587,18,,18,604
166225,3ln1,B,Q05769,1,587,18,,18,604
166226,3ln1,C,Q05769,1,587,18,,18,604
166227,3ln1,D,Q05769,1,587,18,,18,604
166230,3ln3,A,Q8VC28,2,324,,323,1,323
166242,3lnb,A,A0A6L7HKL6,31,309,1,,1,279
166243,3lnc,A,Q2GLF7,22,231,1,210,1,210
166244,3lnc,B,Q2GLF7,22,231,1,,1,210
166265,3lnm,A,P62483,1,333,,,35,367
166266,3lnm,B,P63142,20,50,,31,1,31
166267,3lnm,B,P15387,51,51,32,32,30,30
166268,3lnm,B,P63142,52,285,33,266,33,266
166269,3lnm,B,P15387,286,319,267,300,274,307
166270,3lnm,B,P63142,320,514,301,,305,499
166271,3lnm,C,P62483,1,333,,,35,367
166272,3lnm,D,P63142,20,50,,31,1,31
166273,3lnm,D,P15387,51,51,32,32,30,30
166274,3lnm,D,P63142,52,285,33,266,33,266
166275,3lnm,D,P15387,286,319,267,300,274,307
166276,3lnm,D,P63142,320,514,301,,305,499
166291,3lnv,A,Q5ZTD3,4,583,2,,2,581
166345,3lo5,A,P01112,1,166,1,166,1,166
166346,3lo5,C,P01112,1,166,1,166,1,166
166347,3lo5,E,P01112,1,166,1,166,1,166
166416,3lov,A,B1YKJ9,2,475,1,,1,474
166425,3lp0,A,P04585,4,563,1,,588,1147
166426,3lp0,B,P04585,4,443,,,588,1027
166427,3lp1,A,P04585,4,563,1,,588,1147
166428,3lp1,B,P04585,4,443,,,588,1027
166429,3lp2,A,P04585,4,563,1,,588,1147
166430,3lp2,B,P04585,4,443,,,588,1027
166448,3lpb,A,O60674,3,295,,,840,1132
166449,3lpb,B,O60674,3,295,840,1132,840,1132
166459,3lpf,A,P05804,3,605,1,,1,603
166460,3lpf,B,P05804,3,605,1,,1,603
166461,3lpg,A,P05804,3,605,1,,1,603
166462,3lpg,B,P05804,3,605,1,,1,603
166467,3lpi,A,P56817,15,455,,,14,454
166468,3lpi,B,P56817,15,455,,,14,454
166469,3lpj,A,P56817,15,455,,,14,454
166470,3lpj,B,P56817,15,455,,,14,454
166471,3lpk,A,P56817,15,455,,,14,454
166472,3lpk,B,P56817,15,455,,,14,454
166488,3lps,A,Q5GYJ8,21,408,,,46,433
166501,3lq2,A,P0AFG9,1,886,,886,2,887
166502,3lq2,B,P0AFG9,1,886,,886,2,887
166504,3lq4,A,P0AFG9,1,886,,886,2,887
166505,3lq4,B,P0AFG9,1,886,,886,2,887
166506,3lq5,A,P50750,3,331,,,2,330
166507,3lq5,B,O60563,3,260,,259,2,259
166527,3lqf,A,C0KTJ6,1,254,1,254,1,254
166528,3lqf,B,C0KTJ6,1,254,1,254,1,254
166529,3lqf,C,C0KTJ6,1,254,1,254,1,254
166530,3lqf,D,C0KTJ6,1,254,1,254,1,254
166544,3lql,A,P15121,1,316,1,,1,316
166552,3lqs,A,P19938,1,280,1,280,2,281
166553,3lqs,B,P19938,1,280,1,280,2,281
166648,3ls8,A,Q8NEB9,3,614,,,268,879
166649,3ls8,B,Q8NEB9,3,614,,,268,879
166669,3lsh,A,Q7ZA32,1,623,,,1,623
166670,3lsh,B,Q7ZA32,1,623,,,1,623
166671,3lsh,C,Q7ZA32,1,623,,,1,623
166672,3lsh,D,Q7ZA32,1,623,,,1,623
166673,3lsi,A,Q7ZA32,1,623,,,1,623
166674,3lsi,B,Q7ZA32,1,623,,,1,623
166687,3lsm,A,Q7ZA32,1,623,,,1,623
166688,3lsm,B,Q7ZA32,1,623,,,1,623
166698,3lst,A,Q8KNE5,4,348,,345,1,345
166699,3lst,B,Q8KNE5,4,348,,345,1,345
166717,3lsy,A,Q9BJJ9,1,329,96,424,96,424
166718,3lsy,B,Q9BJJ9,1,329,96,424,96,424
166723,3lt0,A,Q9BJJ9,1,329,96,424,96,424
166724,3lt0,B,Q9BJJ9,1,329,96,424,96,424
166725,3lt1,A,Q9BJJ9,1,329,96,424,96,424
166726,3lt1,B,Q9BJJ9,1,329,96,424,96,424
166727,3lt2,A,Q9BJJ9,1,329,96,424,96,424
166728,3lt2,B,Q9BJJ9,1,329,96,424,96,424
166733,3lt5,A,Q9I5F3,1,212,1,212,1,212
166734,3lt5,B,Q9I5F3,1,212,,212,1,212
166778,3lth,A,P33038,1,419,1,419,1,419
166806,3ltw,A,B2HIZ6,1,280,,,1,280
166814,3lu1,A,Q7BJX9,20,364,,,1,345
166815,3lu1,B,Q7BJX9,20,364,,,1,345
166816,3lu1,C,Q7BJX9,20,364,,,1,345
166817,3lu1,D,Q7BJX9,20,364,,,1,345
166820,3lu6,A,P02768,1,585,,,25,609
