PDB,CHAIN,ACCESSION,EC_NUMBER
5alk,A,P34913,3.1.3.76
5alk,A,P34913,3.3.2.10
5all,A,P34913,3.1.3.76
5all,A,P34913,3.3.2.10
5alm,A,P34913,3.1.3.76
5alm,A,P34913,3.3.2.10
5aln,A,P34913,3.1.3.76
5aln,A,P34913,3.3.2.10
5alo,A,P34913,3.1.3.76
5alo,A,P34913,3.3.2.10
5alp,A,P34913,3.1.3.76
5alp,A,P34913,3.3.2.10
5alq,A,P34913,3.1.3.76
5alq,A,P34913,3.3.2.10
5alr,A,P34913,3.1.3.76
5alr,A,P34913,3.3.2.10
5als,A,P34913,3.1.3.76
5als,A,P34913,3.3.2.10
5alt,A,P34913,3.1.3.76
5alt,A,P34913,3.3.2.10
5alu,A,P34913,3.1.3.76
5alu,A,P34913,3.3.2.10
5alv,A,P34913,3.1.3.76
5alv,A,P34913,3.3.2.10
5alw,A,P34913,3.1.3.76
5alw,A,P34913,3.3.2.10
5alx,A,P34913,3.1.3.76
5alx,A,P34913,3.3.2.10
5aly,A,P34913,3.1.3.76
5aly,A,P34913,3.3.2.10
5alz,A,P34913,3.1.3.76
5alz,A,P34913,3.3.2.10
5am0,A,P34913,3.1.3.76
5am0,A,P34913,3.3.2.10
5am1,A,P34913,3.1.3.76
5am1,A,P34913,3.3.2.10
5am2,A,P34913,3.1.3.76
5am2,A,P34913,3.3.2.10
5am3,A,P34913,3.1.3.76
5am3,A,P34913,3.3.2.10
5am4,A,P34913,3.1.3.76
5am4,A,P34913,3.3.2.10
5am5,A,P34913,3.1.3.76
5am5,A,P34913,3.3.2.10
5am6,A,P11362,2.7.10.1
5am6,B,P11362,2.7.10.1
5am7,A,P11362,2.7.10.1
5am7,B,P11362,2.7.10.1
5am8,A,P12821,3.4.15.1
5am8,B,P12821,3.4.15.1
5am8,C,P12821,3.4.15.1
5am8,D,P12821,3.4.15.1
5am9,A,P12821,3.4.15.1
5am9,B,P12821,3.4.15.1
5am9,C,P12821,3.4.15.1
5am9,D,P12821,3.4.15.1
5ama,A,P12821,3.4.15.1
5ama,B,P12821,3.4.15.1
5ama,C,P12821,3.4.15.1
5ama,D,P12821,3.4.15.1
5amb,A,P12821,3.4.15.1
5amb,B,P12821,3.4.15.1
5amc,A,P12821,3.4.15.1
5amc,B,P12821,3.4.15.1
5amd,A,P00918,4.2.1.1
5amd,A,P00918,4.2.1.69
5amg,A,P00918,4.2.1.1
5amg,A,P00918,4.2.1.69
5aml,A,P00918,4.2.1.1
5aml,A,P00918,4.2.1.69
5amm,A,Q4Q3K2,1.11.1.5
5amm,B,Q4Q3K2,1.11.1.5
5amn,A,P07949,2.7.10.1
5amp,A,A0A088T0J9,3.2.1.-
5amp,A,A0A088T0J9,3.2.1.91
5amq,A,A5HC98,2.7.7.48
5amq,A,A5HC98,3.1.-.-
5amr,A,A5HC98,2.7.7.48
5amr,A,A5HC98,3.1.-.-
5amv,A,P39116,4.2.2.2
5amx,A,P06873,3.4.21.64
5amy,A,P00698,3.2.1.17
5an1,A,Q49SB0,2.5.1.18
5an1,B,Q49SB0,2.5.1.18
5an1,C,Q49SB0,2.5.1.18
5an1,D,Q49SB0,2.5.1.18
5an1,E,Q49SB0,2.5.1.18
5an1,F,Q49SB0,2.5.1.18
5an1,G,Q49SB0,2.5.1.18
5an1,H,Q49SB0,2.5.1.18
5an4,A,O15527,3.2.2.-
5an4,A,O15527,4.2.99.18
5an7,A,Q06121,4.1.1.48
5anb,K,Q7Z2Z2,3.6.5.-
5anc,K,Q7Z2Z2,3.6.5.-
5and,A,P24941,2.7.11.22
5ane,A,P24941,2.7.11.22
5ang,A,P24941,2.7.11.22
5anh,A,Q12571,1.10.3.2
5anh,B,Q12571,1.10.3.2
5anh,C,Q12571,1.10.3.2
5ani,A,P24941,2.7.11.22
5anj,A,P24941,2.7.11.22
5ank,A,P24941,2.7.11.22
5anl,A,Q8NEB9,2.7.1.137
5ann,A,J7HDY4,3.2.1.26
5ann,B,J7HDY4,3.2.1.26
5ano,A,P24941,2.7.11.22
5anq,A,O75164,1.14.11.66
5anq,A,O75164,1.14.11.69
5anq,B,O75164,1.14.11.66
5anq,B,O75164,1.14.11.69
5anr,B,P26196,3.6.4.13
5ans,A,P36639,3.6.1.-
5ans,A,P36639,3.6.1.56
5ant,A,P36639,3.6.1.-
5ant,A,P36639,3.6.1.56
5ant,B,P36639,3.6.1.-
5ant,B,P36639,3.6.1.56
5ant,C,P36639,3.6.1.-
5ant,C,P36639,3.6.1.56
5anu,A,P36639,3.6.1.-
5anu,A,P36639,3.6.1.56
5anv,A,P36639,3.6.1.-
5anv,A,P36639,3.6.1.56
5anw,A,P36639,3.6.1.-
5anw,A,P36639,3.6.1.56
5any,A,Q1H8W5,3.4.21.90
5any,B,Q1H8W5,3.4.21.90
5any,C,Q1H8W5,3.4.21.90
5any,D,Q1H8W5,3.4.21.90
5any,E,Q1H8W5,3.4.21.90
5any,F,Q1H8W5,3.4.21.90
5any,G,Q1H8W5,3.4.21.90
5any,H,Q1H8W5,3.4.21.90
5ao0,A,Q9Y3Z3,3.1.5.-
5ao0,B,Q9Y3Z3,3.1.5.-
5ao1,A,Q9Y3Z3,3.1.5.-
5ao1,B,Q9Y3Z3,3.1.5.-
5ao1,C,Q9Y3Z3,3.1.5.-
5ao1,D,Q9Y3Z3,3.1.5.-
5ao2,A,Q9Y3Z3,3.1.5.-
5ao2,B,Q9Y3Z3,3.1.5.-
5ao2,C,Q9Y3Z3,3.1.5.-
5ao2,D,Q9Y3Z3,3.1.5.-
5ao3,A,Q9Y3Z3,3.1.5.-
5ao3,B,Q9Y3Z3,3.1.5.-
5ao3,C,Q9Y3Z3,3.1.5.-
5ao3,D,Q9Y3Z3,3.1.5.-
5ao4,A,Q9Y3Z3,3.1.5.-
5ao4,B,Q9Y3Z3,3.1.5.-
5ao4,C,Q9Y3Z3,3.1.5.-
5ao4,D,Q9Y3Z3,3.1.5.-
5ao9,A,A0A0X1KHD1,3.1.1.1
5aoa,A,A0A0X1KHD1,3.1.1.1
5aob,A,A0A0X1KHD1,3.1.1.1
5aoc,A,A0A0X1KHD1,3.1.1.1
5aog,A,P84516,1.11.1.7
5aoo,A,O91464,2.7.7.48
5aoo,A,O91464,3.4.22.28
5aoo,A,O91464,3.6.4.13
5aoo,B,O91464,2.7.7.48
5aoo,B,O91464,3.4.22.28
5aoo,B,O91464,3.6.4.13
5aoo,C,O91464,2.7.7.48
5aoo,C,O91464,3.4.22.28
5aoo,C,O91464,3.6.4.13
5aop,A,P17846,1.8.1.2
5aoq,A,D2IYS2,2.7.10.1
5aoq,B,D2IYS2,2.7.10.1
5aor,A,P24785,3.6.4.13
5aor,B,P24785,3.6.4.13
5aou,A,Q06121,4.1.1.48
5aov,A,Q8U3Y2,1.1.1.26
5aoy,A,Q8C9A2,3.1.26.-
5ap0,A,P33981,2.7.12.1
5ap1,A,P33981,2.7.12.1
5ap2,A,P33981,2.7.12.1
5ap3,A,P33981,2.7.12.1
5ap4,A,P33981,2.7.12.1
5ap5,A,P33981,2.7.12.1
5ap6,A,P33981,2.7.12.1
5ap7,A,P33981,2.7.12.1
5ap8,A,Q9UWV6,2.5.1.157
5ap8,B,Q9UWV6,2.5.1.157
5ap8,C,Q9UWV6,2.5.1.157
5ap9,A,O59952,3.1.1.3
5ap9,B,O59952,3.1.1.3
5apa,A,Q12797,1.14.11.16
5apc,A,P00698,3.2.1.17
5apd,A,P00698,3.2.1.17
5ape,A,P00698,3.2.1.17
5apf,A,P00698,3.2.1.17
5apg,A,E1QU22,2.5.1.157
5apg,B,E1QU22,2.5.1.157
5apg,C,E1QU22,2.5.1.157
5apm,A,D2IE17,3.6.1.15
5apm,B,D2IE17,3.6.1.15
5apm,C,D2IE17,3.6.1.15
5apn,x,Q03862,3.-.-.-
5apo,x,Q03862,3.-.-.-
5apr,E,P06026,3.4.23.21
5aq0,A,O75976,3.4.17.22
5aq0,B,O75976,3.4.17.22
5aq1,A,Q4E0B2,1.1.1.49
5aq1,B,Q4E0B2,1.1.1.49
5aq1,C,Q4E0B2,1.1.1.49
5aq5,A,P13390,3.4.21.-
5aq5,B,P13390,3.4.21.-
5aq5,C,P13390,3.4.21.-
5aq5,D,P13390,3.4.21.-
5aq5,E,P13390,3.4.21.-
5aq5,F,P13390,3.4.21.-
5aq5,G,P13390,3.4.21.-
5aq5,H,P13390,3.4.21.-
5aq5,I,P13390,3.4.21.-
5aq5,J,P13390,3.4.21.-
5aq5,K,P13390,3.4.21.-
5aq5,L,P13390,3.4.21.-
5aqe,A,P29600,3.4.21.62
5aqf,A,P11142,3.6.4.10
5aqf,C,P11142,3.6.4.10
5aqg,A,P11142,3.6.4.10
5aqg,C,P11142,3.6.4.10
5aqg,E,P11142,3.6.4.10
5aqh,A,P11142,3.6.4.10
5aqi,A,P11142,3.6.4.10
5aqi,C,P11142,3.6.4.10
5aqj,A,P11142,3.6.4.10
5aqj,C,P11142,3.6.4.10
5aqj,E,P11142,3.6.4.10
5aqk,A,P11142,3.6.4.10
5aql,A,P11142,3.6.4.10
5aql,C,P11142,3.6.4.10
5aqm,A,P11142,3.6.4.10
5aqm,C,P11142,3.6.4.10
5aqn,A,P11142,3.6.4.10
5aqn,C,P11142,3.6.4.10
5aqn,E,P11142,3.6.4.10
5aqo,A,P11142,3.6.4.10
5aqo,C,P11142,3.6.4.10
5aqo,E,P11142,3.6.4.10
5aqp,A,P11142,3.6.4.10
5aqp,C,P11142,3.6.4.10
5aqp,E,P11142,3.6.4.10
5aqq,A,P11142,3.6.4.10
5aqq,C,P11142,3.6.4.10
5aqq,E,P11142,3.6.4.10
5aqr,A,P11142,3.6.4.10
5aqr,C,P11142,3.6.4.10
5aqr,E,P11142,3.6.4.10
5aqs,A,P11142,3.6.4.10
5aqs,C,P11142,3.6.4.10
5aqt,A,P11142,3.6.4.10
5aqu,A,P11142,3.6.4.10
5aqv,A,P11142,3.6.4.10
5aqw,A,P0DMV8,3.6.3.51
5aqx,A,P0DMV8,3.6.3.51
5aqy,A,P0DMV8,3.6.3.51
5aqz,A,P0DMV8,3.6.3.51
5ar0,A,P0DMV8,3.6.3.51
5ar2,A,O43353,2.7.10.2
5ar2,A,O43353,2.7.11.1
5ar2,B,O43353,2.7.10.2
5ar2,B,O43353,2.7.11.1
5ar3,A,O43353,2.7.10.2
5ar3,A,O43353,2.7.11.1
5ar3,B,O43353,2.7.10.2
5ar3,B,O43353,2.7.11.1
5ar4,A,O43353,2.7.10.2
5ar4,A,O43353,2.7.11.1
5ar4,B,O43353,2.7.10.2
5ar4,B,O43353,2.7.11.1
5ar5,A,O43353,2.7.10.2
5ar5,A,O43353,2.7.11.1
5ar5,B,O43353,2.7.10.2
5ar5,B,O43353,2.7.11.1
5ar6,A,P15468,3.1.27.-
5ar7,A,O43353,2.7.10.2
5ar7,A,O43353,2.7.11.1
5ar7,B,O43353,2.7.10.2
5ar7,B,O43353,2.7.11.1
5ar8,A,O43353,2.7.10.2
5ar8,A,O43353,2.7.11.1
5ar8,B,O43353,2.7.10.2
5ar8,B,O43353,2.7.11.1
5ara,D,P00829,7.1.2.2
5ara,E,P00829,7.1.2.2
5ara,F,P00829,7.1.2.2
5arb,A,P29600,3.4.21.62
5arc,A,P29600,3.4.21.62
5ard,A,P29600,3.4.21.62
5are,D,P00829,7.1.2.2
5are,E,P00829,7.1.2.2
5are,F,P00829,7.1.2.2
5arf,A,Q9NRG4,2.1.1.-
5arf,A,Q9NRG4,2.1.1.354
5arg,A,Q9NRG4,2.1.1.-
5arg,A,Q9NRG4,2.1.1.354
5arh,D,P00829,7.1.2.2
5arh,E,P00829,7.1.2.2
5arh,F,P00829,7.1.2.2
5ari,D,P00829,7.1.2.2
5ari,E,P00829,7.1.2.2
5ari,F,P00829,7.1.2.2
5arj,A,P15468,3.1.27.-
5arj,B,P15468,3.1.27.-
5arj,C,P15468,3.1.27.-
5arj,D,P15468,3.1.27.-
5ark,A,P15468,3.1.27.-
5ark,B,P15468,3.1.27.-
5ark,C,P15468,3.1.27.-
5ark,D,P15468,3.1.27.-
5arl,A,P15468,3.1.27.-
5arl,B,P15468,3.1.27.-
5arl,C,P15468,3.1.27.-
5arl,D,P15468,3.1.27.-
5at1,A,P0A786,2.1.3.2
5at1,C,P0A786,2.1.3.2
5aut,A,P53355,2.7.11.1
5auu,A,P53355,2.7.11.1
5auv,A,P53355,2.7.11.1
5auw,A,P53355,2.7.11.1
5aux,A,P53355,2.7.11.1
5auy,A,P53355,2.7.11.1
5auz,A,P53355,2.7.11.1
5av0,A,P53355,2.7.11.1
5av1,A,P53355,2.7.11.1
5av2,A,P53355,2.7.11.1
5av3,A,P53355,2.7.11.1
5av4,A,P53355,2.7.11.1
5avd,A,P00772,3.4.21.36
5avh,A,P24300,5.3.1.5
5avi,B,Q15788,2.3.1.48
5avi,D,Q15788,2.3.1.48
5avj,A,P06873,3.4.21.64
5avk,A,P06873,3.4.21.64
5avl,B,Q15788,2.3.1.48
5avm,A,Q5SLC6,6.3.3.1
5avm,B,Q5SLC6,6.3.3.1
5avm,C,Q5SLC6,6.3.3.1
5avm,D,Q5SLC6,6.3.3.1
5avm,E,Q5SLC6,6.3.3.1
5avm,F,Q5SLC6,6.3.3.1
5avm,G,Q5SLC6,6.3.3.1
5avm,H,Q5SLC6,6.3.3.1
5avn,A,P24300,5.3.1.5
5avn,B,P24300,5.3.1.5
5avo,A,F9VNG5,1.1.1.3
5avo,B,F9VNG5,1.1.1.3
5avp,A,D2S5K0,5.3.1.-
5avp,B,D2S5K0,5.3.1.-
5avp,C,D2S5K0,5.3.1.-
5avp,D,D2S5K0,5.3.1.-
5avq,A,Q4H132,7.2.2.13
5avr,A,Q4H132,7.2.2.13
5avs,A,Q4H132,7.2.2.13
5avt,A,Q4H132,7.2.2.13
5avu,A,Q4H132,7.2.2.13
5avv,A,Q4H132,7.2.2.13
5avw,A,Q4H132,7.2.2.13
5avx,A,Q4H132,7.2.2.13
5avy,A,Q4H132,7.2.2.13
5avz,A,Q4H132,7.2.2.13
5aw0,A,Q4H132,7.2.2.13
5aw1,A,Q4H132,7.2.2.13
5aw2,A,Q4H132,7.2.2.13
5aw3,A,Q4H132,7.2.2.13
5aw4,A,Q4H132,7.2.2.13
5aw5,A,Q4H132,7.2.2.13
5aw6,A,Q4H132,7.2.2.13
5aw7,A,Q4H132,7.2.2.13
5aw8,A,Q4H132,7.2.2.13
5aw9,A,Q4H132,7.2.2.13
5awm,A,P92208,2.7.11.24
5awx,A,P23471,3.1.3.48
5ax3,A,P28482,2.7.11.24
5ax7,A,Q9UT27,2.-.-.-
5ax7,B,Q9UT27,2.-.-.-
5ax8,A,P00505,2.6.1.1
5ax8,A,P00505,2.6.1.7
5ax8,B,P00505,2.6.1.1
5ax8,B,P00505,2.6.1.7
5ax8,C,P00505,2.6.1.1
5ax8,C,P00505,2.6.1.7
5ax8,D,P00505,2.6.1.1
5ax8,D,P00505,2.6.1.7
5ax9,A,Q9UKE5,2.7.11.1
5ax9,B,Q9UKE5,2.7.11.1
5ax9,C,Q9UKE5,2.7.11.1
5axa,A,P50247,3.13.2.1
5axa,C,P50247,3.13.2.1
5axb,A,P50247,3.13.2.1
5axb,C,P50247,3.13.2.1
5axc,A,P50247,3.13.2.1
5axc,C,P50247,3.13.2.1
5axd,A,P50247,3.13.2.1
5axd,C,P50247,3.13.2.1
5axg,A,B0KBZ7,3.2.1.11
5axg,B,B0KBZ7,3.2.1.11
5axh,A,B0KBZ7,3.2.1.11
5axh,B,B0KBZ7,3.2.1.11
5axi,A,Q3TTA7,2.3.2.27
5axi,B,Q3TTA7,2.3.2.27
5axi,C,Q3TTA7,2.3.2.27
5axo,A,G5ELM3,3.5.2.6
5axp,A,Q9Y233,3.1.4.17
5axp,B,Q9Y233,3.1.4.17
5axq,A,Q9Y233,3.1.4.17
5axq,B,Q9Y233,3.1.4.17
5axr,A,G5ELM3,3.5.2.6
5axw,A,J7RUA5,3.1.-.-
5ay7,A,A0A140UHL2,3.2.1.8
5ay7,B,A0A140UHL2,3.2.1.8
5ay9,A,E6UIS7,2.4.1.281
5aya,A,G5ELM3,3.5.2.6
5ayc,A,E6UIS7,2.4.1.281
5ayd,A,E6UBR9,2.4.1.319
5ayd,B,E6UBR9,2.4.1.319
5ayd,C,E6UBR9,2.4.1.319
5ayd,D,E6UBR9,2.4.1.319
5ayd,E,E6UBR9,2.4.1.319
5ayd,F,E6UBR9,2.4.1.319
5aye,A,E6UBR9,2.4.1.319
5aye,B,E6UBR9,2.4.1.319
5aye,C,E6UBR9,2.4.1.319
5aye,D,E6UBR9,2.4.1.319
5aye,E,E6UBR9,2.4.1.319
5aye,F,E6UBR9,2.4.1.319
5ayf,A,Q8WTS6,2.1.1.364
5ayj,A,Q45697,1.7.3.3
5ayj,A,Q45697,4.1.1.97
5ayj,B,Q45697,1.7.3.3
5ayj,B,Q45697,4.1.1.97
5ayj,C,Q45697,1.7.3.3
5ayj,C,Q45697,4.1.1.97
5ayj,D,Q45697,1.7.3.3
5ayj,D,Q45697,4.1.1.97
5ayk,A,Q9DC23,1.8.4.2
5ayl,A,Q9DC23,1.8.4.2
5ayp,A,Q08291,2.5.1.10
5ayp,B,Q08291,2.5.1.10
5ayr,A,P13051,3.2.2.27
5ayr,C,P13051,3.2.2.27
5ays,A,P10186,3.2.2.27
5ays,B,P10186,3.2.2.27
5ayv,A,Q5JGC2,1.1.1.169
5ayv,B,Q5JGC2,1.1.1.169
5ayx,A,Q15274,2.4.2.19
5ayx,B,Q15274,2.4.2.19
5ayx,C,Q15274,2.4.2.19
5ayx,D,Q15274,2.4.2.19
5ayx,E,Q15274,2.4.2.19
5ayx,F,Q15274,2.4.2.19
5ayy,A,Q15274,2.4.2.19
5ayy,B,Q15274,2.4.2.19
5ayy,C,Q15274,2.4.2.19
5ayy,D,Q15274,2.4.2.19
5ayy,E,Q15274,2.4.2.19
5ayy,F,Q15274,2.4.2.19
5ayy,G,Q15274,2.4.2.19
5ayy,H,Q15274,2.4.2.19
5ayy,I,Q15274,2.4.2.19
5ayz,A,Q15274,2.4.2.19
5ayz,B,Q15274,2.4.2.19
5ayz,C,Q15274,2.4.2.19
5ayz,D,Q15274,2.4.2.19
5ayz,E,Q15274,2.4.2.19
5ayz,F,Q15274,2.4.2.19
5ayz,G,Q15274,2.4.2.19
5ayz,H,Q15274,2.4.2.19
5ayz,I,Q15274,2.4.2.19
5ayz,J,Q15274,2.4.2.19
5ayz,K,Q15274,2.4.2.19
5ayz,L,Q15274,2.4.2.19
5az8,B,P11884,1.2.1.3
5aza,A,I6V0B8,2.4.99.21
5azb,A,P60955,2.5.1.145
5azc,A,P60955,2.5.1.145
5azg,C,Q23023,2.7.11.1
5azg,D,Q23023,2.7.11.1
5azi,A,D3KVM3,2.7.1.30
5azi,B,D3KVM3,2.7.1.30
5azi,C,D3KVM3,2.7.1.30
5azi,D,D3KVM3,2.7.1.30
5azj,A,D3KVM3,2.7.1.30
5azj,B,D3KVM3,2.7.1.30
5azj,C,D3KVM3,2.7.1.30
5azj,D,D3KVM3,2.7.1.30
5azq,A,P68082,1.11.1.-
5azq,A,P68082,1.7.-.-
5azr,A,P68082,1.11.1.-
5azr,A,P68082,1.7.-.-
5azt,C,Q15788,2.3.1.48
5b05,A,P00698,3.2.1.17
5b06,A,P00698,3.2.1.17
5b07,A,P00698,3.2.1.17
5b08,A,I6WU39,4.4.1.26
5b08,B,I6WU39,4.4.1.26
5b09,A,I6WU39,4.4.1.26
5b0a,A,I6WU39,4.4.1.26
5b0a,B,I6WU39,4.4.1.26
5b0b,A,I6WU39,4.4.1.26
5b0b,B,I6WU39,4.4.1.26
5b0b,C,I6WU39,4.4.1.26
5b0b,D,I6WU39,4.4.1.26
5b0c,A,I6WU39,4.4.1.26
5b0c,B,I6WU39,4.4.1.26
5b0d,A,I6WU39,4.4.1.26
5b0d,B,I6WU39,4.4.1.26
5b0e,A,I6WU39,4.4.1.26
5b0e,B,I6WU39,4.4.1.26
5b0f,A,I6WU39,4.4.1.26
5b0f,B,I6WU39,4.4.1.26
5b0g,A,I6WU39,4.4.1.26
5b0n,A,Q8VSC3,2.3.2.27
5b0n,B,Q8VSC3,2.3.2.27
5b0o,A,P26465,7.1.2.2
5b0o,B,P26465,7.1.2.2
5b0o,C,P26465,7.1.2.2
5b0o,D,P26465,7.1.2.2
5b0p,A,Q92DF6,2.4.1.339
5b0p,B,Q92DF6,2.4.1.339
5b0q,A,Q92DF6,2.4.1.339
5b0q,B,Q92DF6,2.4.1.339
5b0r,A,Q92DF6,2.4.1.339
5b0r,B,Q92DF6,2.4.1.339
5b0s,A,Q92DF6,2.4.1.339
5b0s,B,Q92DF6,2.4.1.339
5b0t,A,Q8VSC3,2.3.2.27
5b0u,A,Q9GV45,1.13.12.13
5b0u,B,Q9GV45,1.13.12.13
5b0x,A,P68400,2.7.11.1
5b15,A,G5ELM3,3.5.2.6
5b16,A,Q9NRR4,3.1.26.3
5b18,A,E5RVX9,3.1.13.2
5b18,A,E5RVX9,3.1.26.13
5b18,B,E5RVX9,3.1.13.2
5b18,B,E5RVX9,3.1.26.13
5b18,C,E5RVX9,3.1.13.2
5b18,C,E5RVX9,3.1.26.13
5b18,D,E5RVX9,3.1.13.2
5b18,D,E5RVX9,3.1.26.13
5b19,A,Q6L2R8,5.1.1.13
5b19,B,Q6L2R8,5.1.1.13
5b1a,A,P00396,7.1.1.9
5b1a,B,P68530,7.1.1.9
5b1a,C,P00415,7.1.1.9
5b1a,N,P00396,7.1.1.9
5b1a,O,P68530,7.1.1.9
5b1a,P,P00415,7.1.1.9
5b1b,A,P00396,7.1.1.9
5b1b,B,P68530,7.1.1.9
5b1b,C,P00415,7.1.1.9
5b1b,N,P00396,7.1.1.9
5b1b,O,P68530,7.1.1.9
5b1b,P,P00415,7.1.1.9
5b1c,A,P09866,2.1.1.56
5b1c,A,P09866,2.1.1.57
5b1c,A,P09866,2.7.7.48
5b1c,A,P09866,3.4.21.91
5b1c,A,P09866,3.6.1.15
5b1c,A,P09866,3.6.4.13
5b1c,B,P09866,2.1.1.56
5b1c,B,P09866,2.1.1.57
5b1c,B,P09866,2.7.7.48
5b1c,B,P09866,3.4.21.91
5b1c,B,P09866,3.6.1.15
5b1c,B,P09866,3.6.4.13
5b1c,C,P09866,2.1.1.56
5b1c,C,P09866,2.1.1.57
5b1c,C,P09866,2.7.7.48
5b1c,C,P09866,3.4.21.91
5b1c,C,P09866,3.6.1.15
5b1c,C,P09866,3.6.4.13
5b1d,A,P06873,3.4.21.64
5b1e,A,P06873,3.4.21.64
5b1f,A,P00698,3.2.1.17
5b1g,A,P00698,3.2.1.17
5b1h,A,F9UT54,2.5.1.47
5b1h,B,F9UT54,2.5.1.47
5b1h,C,F9UT54,2.5.1.47
5b1h,D,F9UT54,2.5.1.47
5b1i,A,F9UT54,2.5.1.47
5b1i,B,F9UT54,2.5.1.47
5b1i,C,F9UT54,2.5.1.47
5b1i,D,F9UT54,2.5.1.47
5b1i,E,F9UT54,2.5.1.47
5b1i,F,F9UT54,2.5.1.47
5b1i,G,F9UT54,2.5.1.47
5b1i,H,F9UT54,2.5.1.47
5b1j,A,O68601,1.7.2.1
5b1j,B,O68601,1.7.2.1
5b1k,A,O68601,1.7.2.1
5b1n,A,P0AEJ4,2.7.13.3
5b1o,A,P0AEJ4,2.7.13.3
5b1o,B,P0AEJ4,2.7.13.3
5b1s,A,Q4DA73,2.5.1.16
5b1s,B,Q4DA73,2.5.1.16
5b1s,C,Q4DA73,2.5.1.16
5b1s,D,Q4DA73,2.5.1.16
5b1u,A,G5ELM3,3.5.2.6
5b1y,A,Q9Y8Y1,1.1.1.100
5b1y,B,Q9Y8Y1,1.1.1.100
5b25,A,Q01064,3.1.4.17
5b25,B,Q01064,3.1.4.17
5b25,C,Q01064,3.1.4.17
5b25,D,Q01064,3.1.4.17
5b2c,A,Q9WAF5,3.2.1.18
5b2c,B,Q9WAF5,3.2.1.18
5b2d,A,Q9WAF5,3.2.1.18
5b2d,B,Q9WAF5,3.2.1.18
5b2g,A,O14493,3.2.1.17
5b2g,A,P00720,3.2.1.17
5b2g,C,O14493,3.2.1.17
5b2g,C,P00720,3.2.1.17
5b2g,E,O14493,3.2.1.17
5b2g,E,P00720,3.2.1.17
5b2g,G,O14493,3.2.1.17
5b2g,G,P00720,3.2.1.17
5b2k,A,O14733,2.7.12.2
5b2l,A,O14733,2.7.12.2
5b2m,A,O14733,2.7.12.2
5b2o,A,A0Q5Y3,3.1.-.-
5b2p,A,A0Q5Y3,3.1.-.-
5b2q,A,A0Q5Y3,3.1.-.-
5b2r,B,Q99ZW2,3.1.-.-
5b2s,B,Q99ZW2,3.1.-.-
5b2t,B,Q99ZW2,3.1.-.-
5b2u,A,P14779,1.14.14.1
5b2u,A,P14779,1.6.2.4
5b2u,B,P14779,1.14.14.1
5b2u,B,P14779,1.6.2.4
5b2v,A,P14779,1.14.14.1
5b2v,A,P14779,1.6.2.4
5b2v,B,P14779,1.14.14.1
5b2v,B,P14779,1.6.2.4
5b2w,A,P14779,1.14.14.1
5b2w,A,P14779,1.6.2.4
5b2w,B,P14779,1.14.14.1
5b2w,B,P14779,1.6.2.4
5b2x,A,P14779,1.14.14.1
5b2x,A,P14779,1.6.2.4
5b2x,B,P14779,1.14.14.1
5b2x,B,P14779,1.6.2.4
5b2y,A,P14779,1.14.14.1
5b2y,A,P14779,1.6.2.4
5b2y,B,P14779,1.14.14.1
5b2y,B,P14779,1.6.2.4
5b2z,A,P01112,3.6.5.2
5b30,A,P01112,3.6.5.2
5b36,A,Q9YBL2,2.5.1.47
5b36,A,Q9YBL2,2.5.1.65
5b36,A,Q9YBL2,4.2.1.22
5b36,B,Q9YBL2,2.5.1.47
5b36,B,Q9YBL2,2.5.1.65
5b36,B,Q9YBL2,4.2.1.22
5b37,A,W8CV45,1.4.1.19
5b37,B,W8CV45,1.4.1.19
5b37,C,W8CV45,1.4.1.19
5b37,D,W8CV45,1.4.1.19
5b37,E,W8CV45,1.4.1.19
5b37,F,W8CV45,1.4.1.19
5b3a,A,Q9YBL2,2.5.1.47
5b3a,A,Q9YBL2,2.5.1.65
5b3a,A,Q9YBL2,4.2.1.22
5b3a,B,Q9YBL2,2.5.1.47
5b3a,B,Q9YBL2,2.5.1.65
5b3a,B,Q9YBL2,4.2.1.22
5b3f,A,Q2FUB5,2.7.1.19
5b3f,B,Q2FUB5,2.7.1.19
5b3p,A,Q56219,7.1.1.-
5b3q,A,Q56219,7.1.1.-
5b3r,A,Q5U807,3.5.2.6
5b3r,B,Q5U807,3.5.2.6
5b3s,A,P00396,7.1.1.9
5b3s,B,P68530,7.1.1.9
5b3s,C,P00415,7.1.1.9
5b3s,N,P00396,7.1.1.9
5b3s,O,P68530,7.1.1.9
5b3s,P,P00415,7.1.1.9
5b3w,A,Q13526,5.2.1.8
5b3w,B,Q13526,5.2.1.8
5b3x,A,Q13526,5.2.1.8
5b3y,A,Q13526,5.2.1.8
5b3z,A,Q13526,5.2.1.8
5b3z,B,Q13526,5.2.1.8
5b3z,C,Q13526,5.2.1.8
5b3z,D,Q13526,5.2.1.8
5b43,A,U2UMQ6,3.1.21.1
5b43,A,U2UMQ6,4.6.1.22
5b46,A,Q96XT2,1.2.7.11
5b46,B,Q96XT4,1.2.7.11
5b47,A,Q96XT2,1.2.7.11
5b47,B,Q96XT4,1.2.7.11
5b48,A,Q96Y66,1.2.7.11
5b48,B,Q96Y68,1.2.7.11
5b48,C,Q96Y66,1.2.7.11
5b48,D,Q96Y68,1.2.7.11
5b49,A,Q9I2V0,3.6.1.54
5b49,B,Q9I2V0,3.6.1.54
5b4a,A,Q9I2V0,3.6.1.54
